full_text,clean_text,label
@SobatHAPE Percayalah uang-uang digital ini membuatmu selalu ingin jajan. Dana: belanja di bukalapak tix id jajan jajan jajan. Ovo: Taxol Ojol jajan jajan jajan Gopay: taxol ojol jajan jajan jajan Shopeepay: bayar listrik bayar telpon tiket pesawat tiket kereta belanja.,percayalah uang uang digital ini membuatmu selalu ingin jajan dana belanja di bukalapak tix id jajan jajan jajan ovo taxol ojol jajan jajan jajan gopay taxol ojol jajan jajan jajan shopeepay bayar listrik bayar telpon tiket pesawat tiket kereta belanja,positif
"- Tidak semua orang paham uang digital, jadi Ovo Gopay bisa jadi tidak adil.","- Tidak semua orang paham uang digital, jadi Ovo Gopay bisa jadi tidak adil.",negatif
@keluhantatas @inramiana @Bisniscom @tanyarlfes bank tsb ada promo ngasih kamu reward berupa uang kalo daftar ke bank digital mereka. seabank 10k neo 25k bank jago 25k tmrw juga banyak ngasihnya 200k via gopay. ini perpanjang terus masa promo nya jd buruan cobain deh worth to try bgt.,bank tsb ada promo ngasih kamu reward berupa uang kalo daftar ke bank digital mereka seabank k neo k bank jago k tmrw juga banyak ngasihnya k via gopay ini perpanjang terus masa promo nya jd buruan cobain deh worth to try bgt,positif
Deposit Dari Semua Bank Local Dan Uang Digital (Ovo Gopay pulsa XL dan Telkomsel) * Hubungi Kami : Line : ItuBola WeChat : Itubola Whatsapp : +85517696120 Promo Cashback 5% #agent judionline #agent terpecaya #bolaonline Link Alternatif ituBola: https://t.co/GqaWuqHpfX https://t.co/2e90eEpUzi,deposit dari semua bank local dan uang digital ovo gopay pulsa xl dan telkomsel hubungi kami line itubola wechat itubola whatsapp promo cashback agent judionline agent terpecaya bolaonline link alternatif itubola,netral
Variasi 2: jago nggak bayar biaya buat trf ke bank lain bisa top up e wallet nti kamu bisa dapat kartu debit fisik digital kalau sering pakai gojek bisa dihubungkan,Variasi 2: jago nggak bayar biaya buat trf ke bank lain bisa top up e wallet nti kamu bisa dapat kartu debit fisik digital kalau sering pakai gojek bisa dihubungkan,positif
@pathingy Ini sama aja kyk nanya bisa gak sih top up gopay via ovo linkaja itu kan uang digital juga kan yah menurut saya gak bisa.,ini sama aja kyk nanya bisa gak sih top up gopay via ovo linkaja itu kan uang digital juga kan yah menurut saya gak bisa,netral
"- Ga cuma buat tampil menarik, si bank digital ini pake juga lumayan komplit kok","- Ga cuma buat tampil menarik, si bank digital ini pake juga lumayan komplit kok",positif
Seharian keliling naik @Transsemarang ke Mangkang ️ Ungaran ️ Terboyo (pic Trans Jateng pemanis). Bisa bayar w/ GoPay OVO dsb uang digital Btw beda kultur naik BRT: di Jkt wanita depan laki2 belakang di Smg laki2 duduk depan wanita belakang @BisKota_ @ayonaikbiscom https://t.co/p1nsnOWsGB,seharian keliling naik ke mangkang ungaran terboyo pic trans jateng pemanis bisa bayar w gopay ovo dsb uang digital btw beda kultur naik brt di jkt wanita depan laki belakang di smg laki duduk depan wanita belakang,netral
"- bayar mahar cashless aja, gopay, ovo, ato semacamnya","- bayar mahar cashless aja, gopay, ovo, ato semacamnya",positif
"- Munculnya kesenjangan di kalangan warga karena Ovo Gopay, bukan semuanya paham uang digital.","- Munculnya kesenjangan di kalangan warga karena Ovo Gopay, bukan semuanya paham uang digital.",negatif
Baru sadar pergerakan uang digital cukup ngeri ternyata. Apalagi kalau lembar 500 1-5rb udah gak ada lagi kalau mau kasih pengamen dan peminta-minta di jalan pakai apa? QRIS? Transfer? GoPay Ovo Dana? Kalau sampai itu terjadi gue rasa bakal jadi chaos di kalangan mereka.,baru sadar pergerakan uang digital cukup ngeri ternyata apalagi kalau lembar rb udah gak ada lagi kalau mau kasih pengamen dan peminta minta di jalan pakai apa qris transfer gopay ovo dana kalau sampai itu terjadi gue rasa bakal jadi chaos di kalangan mereka,negatif
@samsat_sragen @samsatsmg2 Dgn pembayaran nontunai (selain dgn sakpole) wajib pajak tidak perlu membawa banyak uang tunai. Bisa saja membayar langsung dgn kartu debit kartu kredit bahkan dompet digital semacam ovo gopay linkaja dll,dgn pembayaran nontunai selain dgn sakpole wajib pajak tidak perlu membawa banyak uang tunai bisa saja membayar langsung dgn kartu debit kartu kredit bahkan dompet digital semacam ovo gopay linkaja dll,netral
@budakgojek percayalah ovo udh ga ad suara lagi kok... udh mulai masuk lagi uang digital... Dana.. bluepay dan lain2'a sejenis gopay... klo emng grab konsisten dya akan trus sama ovo tp kalo hanya inginkan promo dya akan pindah2 kerja dngan uang digital lain'a,percayalah ovo udh ga ad suara lagi kok udh mulai masuk lagi uang digital dana bluepay dan lain a sejenis gopay klo emng grab konsisten dya akan trus sama ovo tp kalo hanya inginkan promo dya akan pindah kerja dngan uang digital lain a,netral
- Dana saya topup uang digital tapi Gopaynya blm masuk,- Dana saya topup uang digital tapi Gopaynya blm masuk,negatif
@SobatHAPE ngga punya uang digital selain Gopay tapi keliatannya fitur Dana paling oke ya?,ngga punya uang digital selain gopay tapi keliatannya fitur dana paling oke ya,netral
baru pertama kali bayar race pakai GoPay dan senangnya minta ampun. tidak berasa keluar uang sih tapi ya tetap saja saldo yang ada di GoPay tadinya juga uang tunai yang dikonversi jadi uang digital saja. tapi ya biarin saja senang lagi norak.,baru pertama kali bayar race pakai gopay dan senangnya minta ampun tidak berasa keluar uang sih tapi ya tetap saja saldo yang ada di gopay tadinya juga uang tunai yang dikonversi jadi uang digital saja tapi ya biarin saja senang lagi norak,positif
Semakin banyak merchant yang menerima pembayaran uang digita maka para konsumen semakin banyak konsumen bergantung dengan uang digital kondisi ini akan membentuk suatu budaya baru konsumen secara konsisten menggunakan uang digital Semangat berperang gopay dan ovo burn money ,semakin banyak merchant yang menerima pembayaran uang digita maka para konsumen semakin banyak konsumen bergantung dengan uang digital kondisi ini akan membentuk suatu budaya baru konsumen secara konsisten menggunakan uang digital semangat berperang gopay dan ovo burn money,positif
Beda Libra &amp; Calibra. Calibra itu sejenis Gopay. Dompet digital untuk transaksi. Ia dimiliki Facebook. Libra adalah mata uang didirikan oleh komunitas non-profit. Pendiri komunitasnya adalah organisasi2 bisnis &amp; non bisnis gede dunia. Dari Indonesia gak ada https://t.co/POwhqwaIFj,beda libra amp calibra calibra itu sejenis gopay dompet digital untuk transaksi ia dimiliki facebook libra adalah mata uang didirikan oleh komunitas non profit pendiri komunitasnya adalah organisasi bisnis amp non bisnis gede dunia dari indonesia gak ada,netral
@ohmybeautybank cash back aja mungkin uang digital gitu.. nanti aku sediain barcode ovo gopay sama dana tarohlah 40-50% gitu dah mayan lah hehehe,cash back aja mungkin uang digital gitu nanti aku sediain barcode ovo gopay sama dana tarohlah gitu dah mayan lah hehehe,netral
Keniscayaan pasti iya nmun dlm pnentuan hrs transparan &amp; akuntabel krn dipemerintahan semua adlh uang rakyat yg digunakan bukan pribadi. Kapan ya ada digital money yg bisa akses semua pembayaran. Saat ini gojek-gopay grab-ovo shoppeepay dll byk bgt yg hrs diisi ulang...,keniscayaan pasti iya nmun dlm pnentuan hrs transparan amp akuntabel krn dipemerintahan semua adlh uang rakyat yg digunakan bukan pribadi kapan ya ada digital money yg bisa akses semua pembayaran saat ini gojek gopay grab ovo shoppeepay dll byk bgt yg hrs diisi ulang,netral
"Anaknya tidak terbiasa dengan teknologi tapi Gopay bisa membantu sekali. Bahkan orang tanpa kartu ATM bisa isi saldo melalui ATM BCA. Jika ingin transfer, cukup masukkan nomor telepon dan uang bisa ditarik. Tapi perlu admin ya.","Anaknya tidak terbiasa dengan teknologi tapi Gopay bisa membantu sekali. Bahkan orang tanpa kartu ATM bisa isi saldo melalui ATM BCA. Jika ingin transfer, cukup masukkan nomor telepon dan uang bisa ditarik. Tapi perlu admin ya.",positif
"- Era digital memang sudah sangat maju, bahkan sampai spp sekolah bisa bayar via gopay, kawula muda gak perlu repot betak uang lagi","- Era digital memang sudah sangat maju, bahkan sampai spp sekolah bisa bayar via gopay, kawula muda gak perlu repot betak uang lagi",positif
"- Tidak semua warga paham konsep uang digital, jadi bisa bikin kesenjangan.","- Tidak semua warga paham konsep uang digital, jadi bisa bikin kesenjangan.",negatif
@PermataBank https://t.co/hXTQDDgoW9 tf ke lain bank via permata me 2.fitur top up ovo.gopay. simple. mudah .cepat.casback tiap jumat 3.ngopi bisa dpat cashback. waooow 4.fitur reksadana dan obligasi juga oke &amp; bisa jual beli mata uang asing juga 5.kode otp via digital token .,tf ke lain bank via permata me fitur top up ovo gopay simple mudah cepat casback tiap jumat ngopi bisa dpat cashback waooow fitur reksadana dan obligasi juga oke amp bisa jual beli mata uang asing juga kode otp via digital token,positif
"Semua hal sekarang udah digital, bahkan uang dompet juga, tapi apa lagi yang bisa diganti ya?","Semua hal sekarang udah digital, bahkan uang dompet juga, tapi apa lagi yang bisa diganti ya?",positif
"Digital kayaknya udah tidak bisa dihindari lagi, tapi untuk sederhana aja, gopay ovo sudah cukup","Digital kayaknya udah tidak bisa dihindari lagi, tapi untuk sederhana aja, gopay ovo sudah cukup",negatif
Bank Mandiri menggelar promo berupa cashback 50 persen bagi para nasabah yg melakukan top up uang elektronik dg menggunakan aplikasi mobile banking Mandiri Online Livin Promo Cashback unk aplikasi dompet digital DANA ShopeePay LinkAja GoPay i.saku dan OVO. https://t.co/TO95fEs27E,bank mandiri menggelar promo berupa cashback persen bagi para nasabah yg melakukan top up uang elektronik dg menggunakan aplikasi mobile banking mandiri online livin promo cashback unk aplikasi dompet digital dana shopeepay linkaja gopay i saku dan ovo,netral
"Gitu deh, dunia digital kayaknya sangat canggih, gue bisa pakai uang di ATM lain dan gajeng-gajengan, pas mau bayar gue cari Gopay, bener-bener nyesel!","Gitu deh, dunia digital kayaknya sangat canggih, gue bisa pakai uang di ATM lain dan gajeng-gajengan, pas mau bayar gue cari Gopay, bener-bener nyesel!",positif
Sahabat Katadata Terima kasih atas partisipasimu dalam Survei Penggunaan Layanan Digital di Indonesia. ⁣ Selamat kepada responden yang beruntung mendapatkan uang tunai Rp 500 ribu rupiah dan saldo Gopay/OVO/Pulsa sebesar Rp100 ribu rupiah. ⁣ #KatadataInsightCenter #KIC https://t.co/QrNX6QFkqN,sahabat katadata terima kasih atas partisipasimu dalam survei penggunaan layanan digital di indonesia selamat kepada responden yang beruntung mendapatkan uang tunai rp ribu rupiah dan saldo gopay ovo pulsa sebesar rp ribu rupiah katadatainsightcenter kic,netral
membeli semuanya dalam bentuk angka digital bayar parkir pakai ovo atau gopay. mendaftarkan asuransi jiwa dengan bitcoin. sungguh tidak masuk akal kemajuan ini bre. semakin sedikit orang memegang uang semakin bernilai uang tersebut. tapi bukanya semakin banyak akses yak? hmm,membeli semuanya dalam bentuk angka digital bayar parkir pakai ovo atau gopay mendaftarkan asuransi jiwa dengan bitcoin sungguh tidak masuk akal kemajuan ini bre semakin sedikit orang memegang uang semakin bernilai uang tersebut tapi bukanya semakin banyak akses yak hmm,netral
"- popux adalah digital perusahaan riset yang paling dipercaya, hasil surveinya bilang gopay paling sering digunakan konsumen","- popux adalah digital perusahaan riset yang paling dipercaya, hasil surveinya bilang gopay paling sering digunakan konsumen",positif
@Kang_eNeS @lubis_mariska Uang saja skr sudah berbentuk Digital ya bayar2 skr cukup pake HP. Seperti GoPay Dana OVO dll. Lha kubu sebelah malah mau banyakin Kartu. Padahal isunya pakai Tol Langit Palapa Ring tapi masih ngandelin Kartu2 gmana coba??? Bukannya Kontra Produktif ya???,uang saja skr sudah berbentuk digital ya bayar skr cukup pake hp seperti gopay dana ovo dll lha kubu sebelah malah mau banyakin kartu padahal isunya pakai tol langit palapa ring tapi masih ngandelin kartu gmana coba bukannya kontra produktif ya,netral
@kompascom Provider ojolnya harusnya sdh gunakan kebijakan utk order hanya dg uang digital (gopay atau ovo) saat notif order masuk resto otomatis order gak bisa dicancel.,provider ojolnya harusnya sdh gunakan kebijakan utk order hanya dg uang digital gopay atau ovo saat notif order masuk resto otomatis order gak bisa dicancel,negatif
@helmaaaaaaaaaa shopeepay itu uang digital kak kaya gopay gitu lho tinggal di top up dulu ,shopeepay itu uang digital kak kaya gopay gitu lho tinggal di top up dulu,netral
GoPay sendiri adalah uang elektronik pertama yang dapat dijadikan alternatif untuk melakukan pembayaran JNE secara digital. #JNEmudahbayar #AmanNyaman @gopayindonesia @JNE_ID,gopay sendiri adalah uang elektronik pertama yang dapat dijadikan alternatif untuk melakukan pembayaran jne secara digital jnemudahbayar amannyaman,positif
@mericaaasp @gtwkaka @collegemenfess Mjb bisa lewat uang digital juga kok kak kaya gopay dana sama link aja. Pilihnya nanti dibagian pulsa sama di coupon name nya kak,mjb bisa lewat uang digital juga kok kak kaya gopay dana sama link aja pilihnya nanti dibagian pulsa sama di coupon name nya kak,netral
@SpiderDagger yg gmn tuh? dah lama gapernah pakai debit sih. kan skrg serba digital jg uang ada gopay ovo dana dan lainnya jarang kepake aku debit. dan klo beli beli pun tokopedia.,yg gmn tuh dah lama gapernah pakai debit sih kan skrg serba digital jg uang ada gopay ovo dana dan lainnya jarang kepake aku debit dan klo beli beli pun tokopedia,netral
"- Dengan mobile banking dan Gopay, bayar ke olshop jadi lebih simpel, tinggal tap tap klik aja.","- Dengan mobile banking dan Gopay, bayar ke olshop jadi lebih simpel, tinggal tap tap klik aja.",positif
Gopay bekerja sama dengan Kopernik merilis hasil riset terkait donasi digital. Gen Z ditemukan paling sering donasi dan Gen X menyumbangkan uang paling tinggi. #Gopay https://t.co/dVC9sWxTFA,gopay bekerja sama dengan kopernik merilis hasil riset terkait donasi digital gen z ditemukan paling sering donasi dan gen x menyumbangkan uang paling tinggi gopay,netral
Info dari @sinarmassakti KITZ VALVE Authorized Distributor Dapatkan hadiah uang digital ovo_id atau @GOPAY_ID senilai @ Rp.100.000 - untuk 2 orang pemenang #graduation giveaway Cara mengikuti sangat gampang; 1. https://t.co/tmo5RBA4iF,info dari kitz valve authorized distributor dapatkan hadiah uang digital ovo_id atau senilai rp untuk orang pemenang graduation giveaway cara mengikuti sangat gampang,netral
maaf oot tapi nyimpen uang digital yg paling aman dimana yaa? gopay dana spay ovo? #zonaba #zonajajan,maaf oot tapi nyimpen uang digital yg paling aman dimana yaa gopay dana spay ovo zonaba zonajajan,netral
@abaymg @SeaBankID Jika tidak butuh uang cash tapi butuh pembayaran menggunakan dompet digital contoh dana ovo gopay spay dll itu bisa langsung ditransfer melalui seabank dan biayanya gratiss ,jika tidak butuh uang cash tapi butuh pembayaran menggunakan dompet digital contoh dana ovo gopay spay dll itu bisa langsung ditransfer melalui seabank dan biayanya gratiss,netral
Jasa E-tuyul bisa mencuri uang dalam bentuk fisik maupun digital (Gopay ovo dana dll),jasa e tuyul bisa mencuri uang dalam bentuk fisik maupun digital gopay ovo dana dll,negatif
"- Semua sudah beralih ke teknologi digital, dari e-money sampai mobil, ini memang memudahkan hidup kita","- Semua sudah beralih ke teknologi digital, dari e-money sampai mobil, ini memang memudahkan hidup kita",negatif
"- Monopoli uang digital, tidak boleh, Gojek & Tokopedia harus main dengan aturan.","- Monopoli uang digital, tidak boleh, Gojek & Tokopedia harus main dengan aturan.",negatif
"- Aku ingin beli dolar tapi aku ga bisa karena harus ada uang di Gopay, tapi aku gak sengaja ngeklik beli dolar aja dan pembayaran sukses padahal aku udah habis duit di dompet digital lainku.","- Aku ingin beli dolar tapi aku ga bisa karena harus ada uang di Gopay, tapi aku gak sengaja ngeklik beli dolar aja dan pembayaran sukses padahal aku udah habis duit di dompet digital lainku.",negatif
Warbiyasak &gt; Platform transfer uang digital Amerika Serikat PayPal Holdings Inc (PYPL.O) telah memperoleh persetujuan untuk mengakuisisi GoPay. https://t.co/zOI5zj0JSl,warbiyasak gt platform transfer uang digital amerika serikat paypal holdings inc pypl o telah memperoleh persetujuan untuk mengakuisisi gopay,netral
Gopay jadi mata uang digital nanti ;))),gopay jadi mata uang digital nanti,netral
Tenang sekarang kamu bisa kirim digital kado disertai kartu ucapan dengan desain menarik untuk orang tersayang cukup lewat smartphone. Kamu bisa kirim kado berupa transfer uang antar BNI atau antar bank isi saldo LinkAja atau GoPay isi pulsa atau Mobile Tunai. (2/3) https://t.co/H0C2qto4CP,tenang sekarang kamu bisa kirim digital kado disertai kartu ucapan dengan desain menarik untuk orang tersayang cukup lewat smartphone kamu bisa kirim kado berupa transfer uang antar bni atau antar bank isi saldo linkaja atau gopay isi pulsa atau mobile tunai,netral
T: Cara bayar pakai syopi bagaimana? Harus check out sesuatu dulu kah? J: Tidak perlu. Langsung transfer nominal seperti teman2 transfer uang digital via GoPay/OVO/Dana pada umumnya saja. https://t.co/J4ltfI9RBI,t cara bayar pakai syopi bagaimana harus check out sesuatu dulu kah j tidak perlu langsung transfer nominal seperti teman transfer uang digital via gopay ovo dana pada umumnya saja,netral
Selama ini sebenarnya kita jg makin jarang pakai uang fisik kecuali bayar parkir. Kini kita lbh sering pakai mobile banking dan gopay atau digital wallet untuk bayar ini itu. Namun kan kita tetap bisa tarik uang fisik via ATM. Buat jaga2.,selama ini sebenarnya kita jg makin jarang pakai uang fisik kecuali bayar parkir kini kita lbh sering pakai mobile banking dan gopay atau digital wallet untuk bayar ini itu namun kan kita tetap bisa tarik uang fisik via atm buat jaga,netral
 Di poster kan disebutkan pembayarannya gak menerima uang tunai itu bisa pakai apa aja min? Pembayaran bisa dilakukan dengan menggunakan kartu debit atau bank digital seperti QRIS OVO GoPay ShopeePay Dana dan LinkAja.,di poster kan disebutkan pembayarannya gak menerima uang tunai itu bisa pakai apa aja min pembayaran bisa dilakukan dengan menggunakan kartu debit atau bank digital seperti qris ovo gopay shopeepay dana dan linkaja,netral
Hadiah koin dari Apk Play Play penghasil uang ini dapat kamu tukarkan menjadi saldo melalui dompet digital GoPay atau DANA. Berikut Ini Beberapa Cara Menghasilkan Uang Melalui Apk Play Play : https://t.co/wPGBnvr8X4,hadiah koin dari apk play play penghasil uang ini dapat kamu tukarkan menjadi saldo melalui dompet digital gopay atau dana berikut ini beberapa cara menghasilkan uang melalui apk play play,netral
@frdzeffendy Terima kasih sudah menunggu Kak. Grace infokan GoPay Coins tidak bisa digunakan sebagai metode bayar untuk produk berikut ini: Tokopedia Emas. Tokopedia Reksadana. Pembelian Giftcard Transaksi Digital (Angsuran Kredit. Kartu Kredit dan Uang Elektronik).,terima kasih sudah menunggu kak grace infokan gopay coins tidak bisa digunakan sebagai metode bayar untuk produk berikut ini tokopedia emas tokopedia reksadana pembelian giftcard transaksi digital angsuran kredit kartu kredit dan uang elektronik,netral
@wonyouisluv @jkt48appcoustic @officialJKT48 Ngerti sih pengen nyari untung bikin mata uang digital sendiri. Tapi kalo malah bikin susah. Ga mending numpang di gopay atau ovo. Daripada si JOT ribet konsumen jg males beli. Mungkin ada faktor lain jg.,ngerti sih pengen nyari untung bikin mata uang digital sendiri tapi kalo malah bikin susah ga mending numpang di gopay atau ovo daripada si jot ribet konsumen jg males beli mungkin ada faktor lain jg,netral
Gopay bekerja sama dengan Kopernik merilis hasil riset terkait donasi digital. Gen Z ditemukan paling sering donasi dan Gen X menyumbangkan uang paling tinggi. #Gopay via @detikinet https://t.co/5kcbtcGiaP,gopay bekerja sama dengan kopernik merilis hasil riset terkait donasi digital gen z ditemukan paling sering donasi dan gen x menyumbangkan uang paling tinggi gopay via,netral
"- Gopay masuk peringkat teratas sebagai uang elektronik yang dipilih konsumen, menurut hasil survei terbaru.","- Gopay masuk peringkat teratas sebagai uang elektronik yang dipilih konsumen, menurut hasil survei terbaru.",positif
@_mauwin @WillGittens alamat ewallet mba atau dompet digital tp mata uang luar / kalo kita sejenis dana ovo gopay gtu,alamat ewallet mba atau dompet digital tp mata uang luar kalo kita sejenis dana ovo gopay gtu,netral
@lovujpg @discountfess wahhh btul si skrg gojek ku baukkk ga perna dpt promo lagi pen move ke grab btw kak klo grab payment nya ada pake uang digital gt gasi? kek gojek ada gopay dll nah klo grab bs pake apa ya kak? atau cash only?,wahhh btul si skrg gojek ku baukkk ga perna dpt promo lagi pen move ke grab btw kak klo grab payment nya ada pake uang digital gt gasi kek gojek ada gopay dll nah klo grab bs pake apa ya kak atau cash only,netral
"Kartu prakerja tidak memberikan uang tunai seperti yang saya harapkan, hanya saldo non-tunai di platform digital yang tidak bisa diubah.","Kartu prakerja tidak memberikan uang tunai seperti yang saya harapkan, hanya saldo non-tunai di platform digital yang tidak bisa diubah.",negatif
- mahar uang tunai? coba cashless aja hahaha,- mahar uang tunai? coba cashless aja hahaha,positif
@hermansaksono Tuyul versi uang digital sudah rilis belum? Biar saldo gopay nambah banyak,tuyul versi uang digital sudah rilis belum biar saldo gopay nambah banyak,netral
@akiraalzena Kartu pembelian pulsa atau paket digital via aplikasi bayar via mbanking atau uang digital macam ovo atau gopay paling mentok bisa di Indomaret.,kartu pembelian pulsa atau paket digital via aplikasi bayar via mbanking atau uang digital macam ovo atau gopay paling mentok bisa di indomaret,netral
Group Salim bakal luncurkan uang digital ini kata GoPay https://t.co/5T58KhRHjo,group salim bakal luncurkan uang digital ini kata gopay,netral
"Variasi 4: puji teknologi, uang digital bikin kehidupan lebih mudah, tapi pas uang di rekening udah habis, masih ada saldo di spay dan gopay, jadi iseng aja nyetok lagi ke rekening.","Variasi 4: puji teknologi, uang digital bikin kehidupan lebih mudah, tapi pas uang di rekening udah habis, masih ada saldo di spay dan gopay, jadi iseng aja nyetok lagi ke rekening.",positif
Deposit Dari Semua Bank Local Dan Uang Digital (Ovo Gopay pulsa XL dan Telkomsel) * Hubungi Kami : Line : ItuBola WeChat : Itubola Whatsapp : +85517696120 Promo Cashback 5% #agentjudionline #agenterpecaya #bolaonline Link Alternatif ituBola: https://t.co/GqaWuqHpfX https://t.co/Riplwsb8fb,deposit dari semua bank local dan uang digital ovo gopay pulsa xl dan telkomsel hubungi kami line itubola wechat itubola whatsapp promo cashback agentjudionline agenterpecaya bolaonline link alternatif itubola,netral
"- Daripada ngeluh jaringan IndiHome kayak koper, ambil bonus launch bank digital ini aja, uang asalnya uang iklan, mending kasih ke aku yang baru daftar, langsung dapat saldo segini bisa dicairkan ke Gopay, Dana dll.","- Daripada ngeluh jaringan IndiHome kayak koper, ambil bonus launch bank digital ini aja, uang asalnya uang iklan, mending kasih ke aku yang baru daftar, langsung dapat saldo segini bisa dicairkan ke Gopay, Dana dll.",positif
@ardhiandharma Abis skrg uda joinan ovo - gopay jd gmn Yan? Kemenkeu jadi ngluarin uang digital?,abis skrg uda joinan ovo gopay jd gmn yan kemenkeu jadi ngluarin uang digital,netral
Bener sih. Ngalamin bgt pas mau launch project Gopay. Banyak UKM yg merasa menggunakan digital tu ribet. They have no time to use gadget or smth. Mereka hanya masak melayani nerima uang ngasih kembalian repeat. Yg menolak ada smpe 80% dr setiap wilayah UKM di Jakarta.,bener sih ngalamin bgt pas mau launch project gopay banyak ukm yg merasa menggunakan digital tu ribet they have no time to use gadget or smth mereka hanya masak melayani nerima uang ngasih kembalian repeat yg menolak ada smpe dr setiap wilayah ukm di jakarta,negatif
Ini Indonesia kebanyakan bikin produk mata uang digital nya. Gopay Ovo Yap Tcash lah dll. Ga mau apa bikin 1 produk aja trus bisa di pake dimana2 jd ga nyusahin.,ini indonesia kebanyakan bikin produk mata uang digital nya gopay ovo yap tcash lah dll ga mau apa bikin produk aja trus bisa di pake dimana jd ga nyusahin,netral
@renalda_krslm @BigAlphaID @bank_indonesia Kalo transfer via uang digital (gopay ovo) gitu switching nya sama ngga sih kayak bank konfensional? Setau gua uang digital itu punya based bank nya sendiri misal Jenius - BTPN Gojek - Jago Blu - BCA dll. Maksudnya transfer dari apps semacam itu udah dari dulu 2500 kan.,kalo transfer via uang digital gopay ovo gitu switching nya sama ngga sih kayak bank konfensional setau gua uang digital itu punya based bank nya sendiri misal jenius btpn gojek jago blu bca dll maksudnya transfer dari apps semacam itu udah dari dulu kan,netral
2018 itu perubahan yang buat gue berasa sih semuanya sekarang serba digital dan streaming. Dipermudah banget dengan adanya netflix dan spotify udah gitu digitalisasi uang dengan gopay. Patut ditunggu 2019 bakal ada gebrakan apa lagi.,itu perubahan yang buat gue berasa sih semuanya sekarang serba digital dan streaming dipermudah banget dengan adanya netflix dan spotify udah gitu digitalisasi uang dengan gopay patut ditunggu bakal ada gebrakan apa lagi,netral
Fenomena cashless nation sdh terjadi di China. Disana uang fisik dan kartu debet pelan2 masuk museum. Tak lagi relevan. Penguasa digital money disana adalah Alipay (pangsa 54%) dan dikejar WechatPay (pangsa 46%). Disini siapa yg akan menang? Antara gopay grabpay dan Tcash.,fenomena cashless nation sdh terjadi di china disana uang fisik dan kartu debet pelan masuk museum tak lagi relevan penguasa digital money disana adalah alipay pangsa dan dikejar wechatpay pangsa disini siapa yg akan menang antara gopay grabpay dan tcash,netral
"- Belum punya fitur premium? Cukup link ShopeePay atau Dana aja, gampang banget!","- Belum punya fitur premium? Cukup link ShopeePay atau Dana aja, gampang banget!",negatif
@sufrizal88 @tembangjiwa lihat skrg semua dibuat berbasis listrik/digital. Mulai e-money sampai mobil. Yg memang memudahkan umat manusia untuk bertekuk lutut ta' berdaya ketika dukhon tiba. Uang tdk bisa ditarik mobil tak jalan saldo gopay tak fungsi.,lihat skrg semua dibuat berbasis listrik digital mulai e money sampai mobil yg memang memudahkan umat manusia untuk bertekuk lutut ta berdaya ketika dukhon tiba uang tdk bisa ditarik mobil tak jalan saldo gopay tak fungsi,negatif
@UNSfess_ Bank konvensional pakai bca dan mandiri. BCA ATM setor tunainya banyak jadi gampang kalo sewaktu2 mau setor uang. Bank digital pakai Blu jago dan seabank. Seabank buat topup Shopee. Blu buat jembatan tf uang dari bca ke bank2 digital. Jago buat top up gopay dan bibit,bank konvensional pakai bca dan mandiri bca atm setor tunainya banyak jadi gampang kalo sewaktu mau setor uang bank digital pakai blu jago dan seabank seabank buat topup shopee blu buat jembatan tf uang dari bca ke bank digital jago buat top up gopay dan bibit,netral
Sebagai gambaran untuk memberikan uang kepada orang tua bisa ditransfer atau memberikan THR kepada ponakan bisa menggunakan uang digital seperti Ovo gopay LinkAja dan sebagainya. Termasuk juga untuk membeli makanan ataupun kebutuhan token dapat menggunakan e-money tanpa perlu,sebagai gambaran untuk memberikan uang kepada orang tua bisa ditransfer atau memberikan thr kepada ponakan bisa menggunakan uang digital seperti ovo gopay linkaja dan sebagainya termasuk juga untuk membeli makanan ataupun kebutuhan token dapat menggunakan e money tanpa perlu,netral
@null PayPal Mau Beli GoPay Platform transfer uang digital Amerika Serikat PayPal Hol https://t.co/wqWvBoXL9Y,paypal mau beli gopay platform transfer uang digital amerika serikat paypal hol,netral
@ppeonha @jeleoldin Gopay gitu kan sama aja uang juga. Cuma bentuknya digital aja. Segala yang cair dan bisa langsung dipakai untuk transaksi,gopay gitu kan sama aja uang juga cuma bentuknya digital aja segala yang cair dan bisa langsung dipakai untuk transaksi,netral
Berikut 4 variasi parafrase dari tweet asli:,Berikut 4 variasi parafrase dari tweet asli:,positif
Dengan adanya perbedaan sistem ekonomi dan perbankan antara dunia jin dan dunia manusia maka sudah jelas bahwa jin tidak bisa mengirimkan uang ke uang digital kita seperti ovo dana dan gopay. #Kemanatuyul,dengan adanya perbedaan sistem ekonomi dan perbankan antara dunia jin dan dunia manusia maka sudah jelas bahwa jin tidak bisa mengirimkan uang ke uang digital kita seperti ovo dana dan gopay kemanatuyul,netral
"- survei populix mengungkap, konsumen memilih gopay sebagai uang elektronik favorit mereka","- survei populix mengungkap, konsumen memilih gopay sebagai uang elektronik favorit mereka",positif
@jeonimx yaampun skrg tuh banyak uang digital kek dana ovo gopay ..... gaperlu cash tau gaa xp,yaampun skrg tuh banyak uang digital kek dana ovo gopay gaperlu cash tau gaa xp,netral
